"station_id","name","capacity","num_bikes_available","num_docks_available","last_reported","lat","lon","is_installed","is_renting","is_returning"
"7253","John St  / Mercer St - SMART",12,2,7,1751972943,43.6461,-79.3895,1,1,1
"7256","Vanauley St / Queen St W - SMART",12,3,9,1751972922,43.648437,-79.39838,1,1,1
"7257","Dundas St W / St. Patrick St",19,4,14,1751972886,43.6545174,-79.3895315,1,1,1
"7258","Queen St E / Rushbrooke Ave",15,10,5,1751972857,43.6626628,-79.3323698,1,1,1
"7259","Lower Spadina Ave / Lake Shore Blvd W",19,6,11,1751972930,43.638497,-79.39192,1,1,1
"7260","Spadina Ave / Adelaide St W",15,8,5,1751973023,43.6472019,-79.3953394,1,1,1
"7261","Queens Quay E / Lower Sherbourne St",24,21,1,1751972994,43.645215,-79.364898,1,1,1
"7262","Wychwood Ave / Benson Ave - SMART",16,0,16,1751972863,43.6809164,-79.4229684,1,1,1
"7264","Bloor St E / Huntley St - SMART",20,0,19,1751972869,43.671535,-79.379173,1,1,1
"7265","Wallace Ave / Symington Ave - SMART",12,4,8,1751973019,43.661324,-79.449534,1,1,1
"7267","Dundas St E / Pembroke St ",15,6,8,1751972996,43.658295,-79.372346,1,1,1
"7268","111 Bond St (North of Dundas St E)  - SMART",16,1,15,1751972895,43.656927,-79.378497,1,1,1
"7269","Toronto Eaton Centre (Yonge St) - SMART",20,4,14,1751972851,43.655431,-79.380653,1,1,1
"7270","Church St / Dundas St E - SMART",20,13,7,1751972994,43.657024,-79.377257,1,1,1
"7271","Yonge St / Alexander St - SMART",18,8,7,1751972848,43.662862,-79.383572,1,1,1
"7272","Yonge St / Dundonald St ",11,1,9,1751972913,43.665801,-79.384796,1,1,1
"7273","Bay St / Charles St W - SMART",20,15,5,1751972941,43.668153,-79.38891,1,1,1
"7274","Queen's Park Cres E / Grosvenor St - SMART",16,4,11,1751972995,43.661803,-79.389682,1,1,1
"7276","Bloor St W / Balmuto St",11,0,11,1751972970,43.6698106428206,-79.3880110687303,1,1,1
"7277","Chorley Park - SMART",20,8,10,1751972971,43.6856,-79.3718,1,1,1
"7278","Mallon Ave / Jones Ave -SMART",15,10,5,1751973004,43.66587,-79.33443,1,1,1
"7279","Rosehill Ave / Avoca Ave - SMART",16,1,14,1751972861,43.687999,-79.38906,1,1,1
"7280","Charles St E / Jarvis St - SMART",20,12,8,1751973009,43.669604,-79.381171,1,1,1
"7281","Charles St W / Balmuto St - SMART",24,12,12,1751972922,43.668427,-79.38725,1,1,1
"7282","Adelaide St W / Bay St",23,6,16,1751973018,43.650152,-79.379856,1,1,1
"7283","Front St W / Bay St (South Side)",19,4,11,1751972883,43.64595,-79.378761,1,1,1
"7284","University Ave / King St W - SMART",24,3,19,1751972932,43.6477785,-79.3847928,1,1,1
"7285","Spadina Ave / Harbord St - SMART",36,28,4,1751972900,43.6629228,-79.4018451,1,1,1
"7286","Gerrard St E / Broadview Ave  - SMART",18,11,5,1751972926,43.665656,-79.352055,1,1,1
"7287","Queen St E / Pape Ave - SMART",15,5,10,1751972871,43.661673,-79.337789,1,1,1
"7288","Humber Bay Shores Park West",31,13,15,1751972893,43.6224434,-79.480284,1,1,1
"7289","Humber Bay Shores Park East",23,3,18,1751972848,43.6308933,-79.4722622,1,1,1
"7291","190 Queens Quay E",15,11,3,1751972851,43.6451308,-79.3653644,1,1,1
"7292","Granby St / Church St - SMART",24,4,20,1751973024,43.6614605,-79.3789457,1,1,1
"7296","Westmoreland Ave / Fernbank Ave",19,4,14,1751972976,43.665327,-79.43235,1,1,1
"7297","Havelock St / Dufferin Park",19,9,8,1751972944,43.657343,-79.43112,1,1,1
"7298","Bathurst St / Adelaide St W",25,23,1,1751973023,43.645324,-79.40345,1,1,1
"7299","Mill St / Parliament St",15,7,6,1751972985,43.650256,-79.36163,1,1,1
"7301","Primrose Ave / Davenport Rd",15,5,10,1751972933,43.67142,-79.445947,1,1,1
"7302","Winona Dr / Davenport Rd",11,3,8,1751972900,43.674923,-79.430465,1,1,1
